type,sub_type,text,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built,Price_Per_SqFt
multi_family,,WOW- 6 UNITS WITH A COMMERCIAL STORE FRONT* ALL ARE RECENTLY UPDATED AND WELL KEPT* LEASED -- SOME SHORT TERM RENTALS AND SOME LEASES* LOTS OF SPACE HERE* PROPERTY SHOWS JUST LIKE PICS* ALL WINDOW UNITS STAY* ALL APPLIANCES STAY* ALL SHOWINGS ARE SCHEDULED THRU BROKER* NO SAME DAY SHOWINGS* THIS IS A VERY ATTRACTIVE PROPERTY WITH LOTS OF UPSIDE*,1150000.0,3761.0,2.0,6.0,,,,,1970.0,305.77
single_family,,"Welcome to the fabulous ""[Redacted Entity]"" plan, built by [Redacted Entity]. The kitchen has beautiful quartz countertops, a large island with bar stool seating space, walk-in pantry & a built in hutch. The study is located privately at the back of the home, next to the extended covered outdoor living area. The home also includes a large media room great for watching movies, the big game(s), and/or a flexible space for your household. The primary suite has a bay window extension, soaring ceilings, separate shower, tub, dual sinks, [Redacted Entity] a large walk-in closet. Tankless water heater system, full sod yard and sprinkler system are also included. Close to [Redacted Entity], and easy access to nearby highways. Don't miss this home!",370000.0,2504.0,1.0,4.0,3.0,3.0,3.0,2.0,2026.0,147.76
single_family,,"[Redacted Entity]# 21122805 - Built by Trophy Signature Homes - Ready Now! ~ Perennially popular, the [Redacted Entity] boasts everything you could want in a home and more. Offering even more space, the five-bedroom design is sure to be the go-to home for holiday dinners with a family room large enough to provide for abundant seating. The island kitchen is equipped for cooking in full swing, turning out everything from canapes to a turkey with all the trimmings. Boasting a game and media room, the upstairs is an entertainer's paradise. If you don't need all five bedrooms, it's easy to turn one or two into a home office.",414990.0,2682.0,2.0,5.0,4.0,4.0,4.0,2.0,2025.0,154.73
single_family,,"[Redacted Entity] home on [Redacted Entity] sitting on 1.17 acres on a private lake!! Located in the secluded neighborhood of [Redacted Entity] sits this 3 bedroom, two bath home with vaulted ceilings looking out over the back deck at [Redacted Entity]. This home also comes with its very own boat house for your watercraft. Enjoy almost two miles of secluded lake and creek waters. It is great for fishing. The open concept offers lake views throughout the dining and living space. The kitchen has been completely updated with a large island and eating area with granite countertops and custom cabinets. The carport has plenty of space for a workshop, too! Come enjoy relaxing morning and evenings on your back deck over-looking the lake views. The backyard is covered with 19 [Redacted Entity] trees, 2 Magnolia trees, a huge [Redacted Entity] tree and a 30' Palm tree. This home is a must-see and won't last long! Ask your agent for a list of other amenities/upgrades included in the disclosures. Newer Septic, Remote Storm Shutters, [Redacted Entity], Whole home generator, Etc. Acreage listed is a combination of the GBRA leaseback, the 0.34 acre lot where the home sits and the adjacent lot across the street.",449999.0,1532.0,1.0,3.0,2.0,2.0,2.0,,1988.0,293.73
single_family,,"Located beyond the hustle and bustle of city life, this 4-bedroom, 2-bath home rests on a .29-acre lot and offers a peaceful setting with plenty of space to enjoy. Designed with an open and functional layout, the home showcases custom features that add character and charm throughout. The main living areas flow effortlessly together, creating a welcoming environment for both daily living and entertaining. With comfortable bedrooms and a generous yard, this property delivers a perfect balance of comfort, privacy, and style.",459000.0,1990.0,1.0,4.0,2.0,2.0,2.0,2.0,2026.0,230.65
single_family,,"4 Bedroom 2 Bathroom AMAZING house! This house has lots of upgrades throughout and is move in ready! One of the largest yards in the neighborhood and no backyard neighbors, updated entry way/hall, updated lighting, stainless appliances, epoxy floor garage, big primary walk in closet- this house has it all! Call your realtor today for a private showing of this show stopper!",285000.0,1690.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,168.64
single_family,,"1017 Village Run is our most popular floorplan and is available at [Redacted Entity] in [Redacted Entity], [Redacted Entity]. This one-story home offers 2,034 square feet of living space across 4 bedrooms, 3 bathrooms, a study, and 2-car garage. Our homes in [Redacted Entity] feature farmhouse exteriors. As you enter the home from the covered front porch, you'll step into the spacious foyer and will find the open study, bathroom 2 and bedroom 2. Use the study as a home office, library, or extra play area for the kids. Stepping further into the home, you'll discover the dining room, kitchen and family room laid out in an open concept design. Built to make cooking, eating, and entertaining a pleasant experience for family and friends, you're sure to make many memories in this beautiful space. The kitchen includes granite countertops, a large island facing the family room, a walk-in pantry, stainless-steel appliances and 36 upper cabinets. Located privately off the dining room are bedrooms 3 and 4, as well as bathroom 3. The primary bedroom is at the back of the house, off the family room, and includes a private bathroom. This relaxing bathroom space features a 5' walk in shower, vanity, private toilet area with a door, and a walk-in closet. The utility room is outside the primary bedroom, allowing for the laundry chores to be completed with ease. The [Redacted Entity] includes vinyl flooring throughout the common areas of the home, and carpet in the bedrooms. All our new homes feature a covered back patio, full sod, irrigation system in the front and back yard, and a 6' privacy fence around the back yard. This home includes our [Redacted Entity]'s [Redacted Entity] base package, which includes [Redacted Entity], [Redacted Entity], [Redacted Entity], Home Hub, [Redacted Entity], and Deako(R) [Redacted Entity]. Contact us today and find your home at [Redacted Entity].",328990.0,2034.0,1.0,4.0,3.0,3.0,3.0,2.0,,161.75
single_family,,"Stunning 1-story home backing to a greenbelt! This beautifully designed residence features a brick & stone exterior, rare 3-car garage, and exceptional curb appeal. Inside, enjoy 12-ft ceilings, engineered wood floors, and a spacious family room with gas fireplace and large picture windows overlooking peaceful views. The chefs kitchen shines with quartz countertops, gas cooktop, custom vent hood, abundant storage, and a huge walk-in pantry. Filled with natural light and set in a serene setting. This home truly checks every box, a must see!",489900.0,2566.0,1.0,4.0,3.0,3.0,3.0,3.0,,190.92
single_family,,"Peaceful and scenic, this property offers everything you need for quiet country living. The well-designed 3-bed, 2-bath home (built in 2015) features a standing-seam metal roof, a massive limestone fireplace as its centerpiece, beautiful wood accents, ample storage, and an easy-to-maintain interior with a smart, comfortable layout. Positioned perfectly on the land, the home captures sweeping [Redacted Entity] views from the full-length covered porch ideal for outdoor entertaining and relaxing in the included hot tub. Set on a fully fenced, perfectly rectangular 7.54 acres, the property also boasts a massive rainwater collection system and plenty of space for a few 4H animals. Come take a look and see if [Redacted Entity] gem is the right fit for you.",580000.0,1738.0,1.0,3.0,2.0,2.0,2.0,2.0,2015.0,333.72
single_family,,"Home office with French doors frame entry. Game room with French doors and formal dining room just off the extended entry. Spacious family room with wall of windows and a wood mantel fireplace that opens to the kitchen and morning area. Island kitchen with built-in seating space, a 5-burner gas cooktop, a double wall oven, and a corner walk-in pantry. Primary suite features a large wall of windows. Primary bath offers a French door entry, dual vanities, a freestanding tub, separate glass enclosed shower and a wall-in closet. All additional bedrooms offer a private bathroom and walk-in closets. Extended covered backyard patio. Mud room and utility room just off the three-car garage.",704900.0,3566.0,1.0,4.0,5.0,4.0,4.0,3.0,2025.0,197.67
single_family,,"Are you looking for your next investment or for a property that will pay for itself? This may be the property that you are looking for! Multifamily residential. It features two units: one 2-bedroom 1-bath and one 1-bedroom 1-bath, offering a great opportunity for either an investor or a buyer. Fully leased and great income producing property. Live in one side and make income off of the other unit or rent both units! Great proximity to IH35, near rivers, [Redacted Entity], [Redacted Entity], restaurants, hospitals and more. There is potential to purchase 5 other duplexes.",355000.0,1300.0,1.0,4.0,2.0,2.0,2.0,,1989.0,273.08
single_family,,"[Redacted Entity] in the master-planned community of [Redacted Entity]. The home features 3 bedrooms, 2 full baths, 2 car garage, and a bright open concept floor plan - perfect for entertaining! The chef's dream kitchen with granite countertops, stainless steel appliances, and a large island that opens to the family room. The private primary suite has dual vanity, a large shower, and a spacious walk-in closet. Additional upgrades include vinyl plank flooring throughout the whole house, custom built-in cabinets in the laundry room, garage storage racks, sprinkler system for front and back yard. Community amenities include an on-site farm, fitness center, a resort-style pool with lazy river, playground, walking trails, and tennis courts. Easy access to I-10 and [Redacted Entity]. There are a ton of restaurants and shops in the nearby [Redacted Entity] area. [Redacted Entity] at [Redacted Entity] is only a short drive away. Coming soon a new [Redacted Entity] just [Redacted Entity].Don't miss this spectacular home !",389000.0,2148.0,1.0,3.0,2.0,2.0,2.0,2.0,2019.0,181.1
single_family,,"This spacious 5-bedroom home features a 3-car garage and tiled floors throughout the first floor. The open-concept kitchen flows into the living area, while the study and media room (pre-wired for projection) provide versatile living spaces. The primary suite is conveniently located on the main floor, with a bath showcasing quartz countertops and framed mirrors. Upstairs includes full railing and additional bedrooms, combining style, function, and comfort in one home. Built by [Redacted Entity]",525000.0,3634.0,2.0,5.0,4.0,3.0,3.0,3.0,2023.0,144.47
single_family,,"Great house for those who enjoy entertaining family and friends! The [Redacted Entity] features a beautiful, curved staircase at the entry which leads to a large game room and three bedrooms, each with a bathroom. The kitchen is open to the family room/dining area which gives you an open feel. Off of the kitchen is an entertainment room. The primary suite and an additional bedroom are located downstairs. Tall ceilings and an abundance of windows let in plenty of natural light. Relax on the covered patio.",580790.0,3301.0,2.0,5.0,6.0,5.0,5.0,2.0,,175.94
single_family,,"Never lived in former model home loaded with premium upgrades! This stunning 3-story property offers 3 bedrooms, a dedicated office, 2 full baths, and 2 half baths across 2, 262 sq ft of modern living space. Located just 20 minutes from Downtown [Redacted Entity] with quick access to [Redacted Entity] and I-30, this home is ideal for both homeowners and investors. The prime location and low-maintenance design make it a great opportunity for rental income or Airbnb potential. Features include quartz countertops, stainless steel appliances, designer finishes, oversized windows for natural light, and a private balcony. Situated in a growing community with planned amenities including a pool, clubhouse, and walking trails, plus close to shopping, dining, and schools.",359000.0,2647.0,3.0,4.0,4.0,2.0,2.0,2.0,2021.0,135.63
single_family,,"Investors/Flippers this property is waiting for a remodel. 3 bedroom, 1 bath, oversized washroom, detached rear 2 car garage, large yard. Hardwood floors in living and bedrooms. HVAC. Great location off [Redacted Entity] area. Come see this property today. Additional 120 sf not in [Redacted Entity].",100000.0,978.0,1.0,3.0,1.0,1.0,1.0,2.0,1955.0,102.25
single_family,single family detached,"The Pima - The first floor of this two-story home is host to a spacious open floorplan that seamlessly connects an inviting family room, elegant dining room and chef-inspired kitchen. Upstairs, there are three bedrooms, including the luxe owner's suite, which features a restful bedroom, en-suite bathroom and generous walk-in closet. Estimated Completion April 2026. The completion date, prices and features may vary and are subject to change. Please verify with [Redacted Entity] directly. Photos are for illustrative purposes only.",198999.0,1360.0,2.0,3.0,3.0,2.0,2.0,1.0,2025.0,146.32
single_family,,"Welcome to this stunning new construction home ideally located within walking distance of the world-famous [Redacted Entity], where historic charm meets modern living. This beautifully designed 4-bedroom, 2.5-bath home offers an open-concept layout perfect for both everyday living and entertaining. The spacious living area flows seamlessly into a chef-inspired kitchen featuring custom cabinetry, sleek quartz countertops, modern fixtures, and a large center island that serves as the heart of the home. The private primary suite provides a relaxing retreat with a spa-like ensuite bath and generous closet space. Three additional bedrooms offer flexibility for guests, a home office, or growing families. Enjoy great curb appeal with a contemporary brick exterior, fresh landscaping, and a spacious yardperfect for outdoor gatherings. With its unbeatable location near dining, shopping, entertainment, and easy access to major highways, this home delivers both convenience and lifestyle. Dont miss your opportunity to own a brand-new home just minutes from the excitement of the [Redacted Entity]! Builder is offering $5, 000 in concessions with acceptable offer.",390000.0,2065.0,1.0,4.0,3.0,2.0,2.0,2.0,2026.0,188.86
single_family,,"Clean 3-bedroom, 2.5-bathroom 2-car garage home with spacious covered patio and backyard. Ideal for quiet and safe neighborhood near [Redacted Entity], parks and more. Open floor plan with kitchen, formal dining and living room. Formal dining room looking out over back yard. Primary bedroom suite has view of backyard. Master bath has dual vanities, separate walking shower, walking closet. Laundry room connected to garage. Property also has automatic sprinklers system. Motivated seller.",360000.0,1752.0,1.0,3.0,3.0,2.0,2.0,2.0,2023.0,205.48
single_family,,"Beautiful home in a small, quiet community with front lawn maintenance included. Just minutes from [Redacted Entity], shopping, dining, and I-45, this home presents a wonderful opportunity for first-time home buyers, downsizers, or savvy investors priced to sell! Pictures are of a completed home that is the same floorplan. [Redacted Entity] selections and exterior colors may differ.",228431.0,1174.0,1.0,3.0,2.0,2.0,2.0,1.0,2025.0,194.57
single_family,,"Discover the potential of this spacious 3-bedroom, 2-bath home offering 2,344 square feet of living space on an impressive 37.8 acres of land located near [Redacted Entity]. The home features an oversized primary bedroom with a generous primary bath, two living areas, and a cozy wood-burning fireplace-perfect for comfortable living and entertaining. With a little TLC, this property has the opportunity to become a beautiful homestead or country retreat. Enjoy the privacy, space, and endless possibilities that come with acreage living while still being within reach of town conveniences. A rare opportunity to own acreage with room to grow!",435000.0,2344.0,1.0,3.0,2.0,2.0,2.0,,1997.0,185.58
single_family,,"NEW CONSTRUCTION by LONG LAKE - Welcome home to [Redacted Entity] located in the highly sought-after [Redacted Entity] community in [Redacted Entity] and zoned to [Redacted Entity]. With meticulous attention to detail and tremendous upgrades throughout, this exquisite residence showcases a remarkable floor plan featuring 4 bedrooms, 3.5 baths, home office, game room, over sized covered patio, and a convenient attached 2-car garage. Get ready to be enchanted by the breathtaking features of this home. Don't miss this opportunity. Call now to discover more details about this exceptional plan.",422990.0,2778.0,2.0,4.0,4.0,3.0,3.0,2.0,2026.0,152.26
single_family,,"Refined design and rare privacy define this [Redacted Entity] , [Redacted Entity] floor plan. Ideally set on a LARGE PREMIUM LOT with NO BACK NEIGHBORS! Elevated finishes include wood-like tile flooring, European-style kitchen cabinetry with hidden hinges, [Redacted Entity] fixtures, [Redacted Entity] a/c, and a show stopping office/library with hidden rooms for valuables, and/or additional storage and library ladder! TRUE Three car garage with [Redacted Entity] connections. Flexible home layout with a SECOND BEDROOM DOWN with additional full bath! [Redacted Entity] needs its own description! If you are looking for a feeling of privacy in a master community THIS IS IT! Also plumbed for an outdoor kitchen, [Redacted Entity]! [Redacted Entity] is a lifestyle! Scenic trails, resort-style amenities, baseball field, multiple pools, tennis, pickleball, community events, and [Redacted Entity] - all just minutes from the Woodlands!",650000.0,3057.0,2.0,5.0,4.0,4.0,4.0,3.0,2023.0,212.63
single_family,,"Available now! The [Redacted Entity] features an open first floor along with a pop-up game room and additional upstairs bedroom space. This home features upgrades such as quartz countertops, stainless steel appliances, and luxury vinyl flooring.",658760.0,3330.0,2.0,4.0,3.0,3.0,3.0,2.0,,197.83
multi_family,,"Income Producing Property! [Redacted Entity] located in [Redacted Entity], [Redacted Entity]. This investment [Redacted Entity] is comprised of 4 units each in an urban style 3-story townhome floorplan. All units are 3 Bed 2.5 bath with an attached 1-car garage and private driveway; Each interior has appliance package that includes refrigerator; vinyl plank flooring, large bedroom areas, washer dryer connections and so much more. The community has controlled access gates, Swimming pool, [Redacted Entity] line, Play-ground, Picnic area and Dog park. Located minutes from 290 and beltway 8; close to area retail & restaurant favorites. Professional On-site [Redacted Entity] handles the day to day duties; [Redacted Entity] maintains the grounds & exterior of buildings. Everything is already in place, all you have to do is invest. Make the call today!",839000.0,6780.0,3.0,12.0,8.0,8.0,8.0,,2020.0,123.75
single_family,,"Ideally located just outside [Redacted Entity], this home offers the perfect blend of peaceful country living and convenient in-town access. Situated on [Redacted Entity] 82, the nearly 3, 000-square-foot home provides space, privacy, and flexibilityideal for homesteading, multi-generational living, or income potential. The property features an attached garage, oversized metal carport with workshop, unfinished guest cabin or [Redacted Entity] (excellent potential for a guest house, rental, or office), and a screened-in gazebo perfect for outdoor entertaining and relaxing. Inside, enjoy a spacious family room with vaulted ceilings and fireplace, a kitchen with custom cabinetry, two primary suites, and an additional guest bedroom. Tucked away with a private circular driveway, this home offers seclusion without sacrificing conveniencea unique opportunity just minutes from [Redacted Entity]. Please note this property does include both parcel IDs 85792 and 127941.",450000.0,2988.0,1.0,3.0,3.0,3.0,3.0,1.0,1980.0,150.6
single_family,,"The [Redacted Entity] plan by [Redacted Entity] is a spacious one-story, three-bedroom plan at available with [Redacted Entity]. This plan features a chef-ready kitchen, large family room and a luxurious master retreat, all filled with designer upgrades at no extra costs to you! Homeowners will enjoy having each bedroom off a hallway with the [Redacted Entity] plan, which provides additional privacy and a peaceful atmosphere.",269900.0,1305.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,206.82
single_family,,[Redacted Entity] NEW CONSTRUCTION is this 3 bedroom 3 and a half bath home. This one is a 2-storey with the master bedroom downstairs and the other 2 bedrooms upstairs. Each bedroom has its own bathroom with an extra half bath downstairs. The kitchen-den is open. Built in appliances in kitchen with lots of cabinets. There will be lots of windows in this home.This home also has energy efficient spray foam and dual heating & cooling zones for your comfort. Ready to go!,331500.0,1704.0,2.0,3.0,4.0,3.0,3.0,,2025.0,194.54
single_family,,Sleek kitchen featuring [Redacted Entity] countertops. Connected great room & dining area create seamless flow for entertaining guests. Serene primary suite with [Redacted Entity] wall. Polished primary bath featuring dual sinks & walk-in closet. Convenient [Redacted Entity] for overnight guests. Inviting covered patio for outdoor enjoyment. Attached 2-car garage provides ample parking.,356871.0,2026.0,2.0,3.0,3.0,3.0,3.0,2.0,,176.15
single_family,,"Beautiful one-story home in [Redacted Entity]. Open layout with luxury vinyl plank flooring in main living areas and study. Gourmet kitchen with quartz countertops, stainless steel appliances, 5-burner gas cooktop, pot & pan drawers, trash pull-out, and large prep space. Owners suite includes dual vanities with quartz, soaking tub, separate shower, framed mirrors, and oversized walk-in closet. Secondary bedroom with en-suite bath and walk-in closet. Community amenities include the 5-acre [Redacted Entity], resort-style pools, fitness center, sports courts, and miles of trails. One of the most affordable single-family homes currently available in [Redacted Entity].",650000.0,2486.0,1.0,4.0,4.0,3.0,3.0,2.0,2023.0,261.46
single_family,,"Experience elevated living in this stunning north-facing home that beautifully blends thoughtful design with modern elegance. Located in a vibrant community with exclusive access to Sycamore Bend Park, residents enjoy scenic walking trails and a tranquil lake just moments away. A charming front porch welcomes you inside to a bright, open-concept floor plan filled with natural light and enhanced by luxurious LVP flooring throughout the main living areas. At the center of the home is a chef-inspired kitchen featuring upgraded quartz countertops, a 36-inch five-burner gas cooktop, a stylish graphite sink, and an oversized serving islandperfect for gathering and entertaining. A spacious walk-in pantry and modern vent hood add both function and style. The inviting living area extends seamlessly outdoors to an extended covered patio complete with an outdoor fireplaceideal for relaxing evenings or hosting guests year-round. The private primary suite offers a serene retreat with a spa-like bath, elevated vanities, and expansive his-and-her walk-in closets. Additional spaces include a dedicated home office and a flexible bonus room that can easily adapt to work, recreation, or entertainment needs. A spacious three-car tandem garage provides ample room for vehicles and extra storage. With elegant finishes, versatile living spaces, and access to community amenities including a playground and private park access, this home offers the perfect combination of comfort, style, and lifestyle living.",599999.0,3198.0,2.0,4.0,4.0,3.0,3.0,3.0,2022.0,187.62
single_family,,"Built in 2020 by [Redacted Entity], this 4-bedroom, 2-bath gem sits on a corner lot with beautifully landscaped front and back yards. Inside, you'll find modern touches including granite countertops, gas cooktop, and stainless appliances. The open floor plan and ample storage make this home both stylish and functional. Solar panels will be paid off at closing, giving the new owner the benefit of low monthly utility bills. This one checks all the boxes and won't last long!",325000.0,1910.0,,4.0,2.0,2.0,2.0,2.0,2020.0,170.16
single_family,,"An inviting front porch and stunning exterior finishes greet you as you pull up to the [Redacted Entity] plan at [Redacted Entity]. This three-bedroom, two-bathroom floor plan features a secluded master suite with a private bathroom and walk-in closet, a spacious family room for spending time with loved ones, and an incredible, upgraded kitchen. The [Redacted Entity] embodies the [Redacted Entity] ([Redacted Entity]) package that gives you spectacular upgrades, like sprawling granite countertops and smart home capabilities, at no extra cost. From the minute you walk through the front door, you will be ecstatic to plant roots in the Hawthorne plan.",319900.0,1580.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,202.47
single_family,,"Welcome to 9604 Red Brush Trail, a beautifully maintained 2022-built home that truly feels like new. This move-in ready residence features a modern open-concept layout where the living, dining, and kitchen areas seamlessly come together perfect for everyday living and entertaining. The spacious kitchen flows effortlessly into the main living area, creating a bright and inviting atmosphere ideal for gatherings. Designed with comfort and functionality in mind, this home offers a clean, contemporary feel throughout. Conveniently located just minutes from major highways and [Redacted Entity], youll enjoy easy access to shopping, dining, and entertainment while still enjoying the comfort of a quiet neighborhood setting. If the price is right, the refrigerator, washer, and dryer can stay with the home making your move even easier! Dont miss this opportunity to own a like-new home in a highly desirable location. Schedule your showing today!",299999.0,1550.0,1.0,4.0,2.0,2.0,2.0,2.0,2022.0,193.55
townhomes,townhouse,"Resort living, simplified! Lock, leave, and live beautifully in this premier [Redacted Entity] UNIT townhome, priced to sell! Located in the sought-after [Redacted Entity] community, it is a perfectly positioned home facing an expansive green space for exceptional privacy and serene views. A modern light-filled home offers low-maintenance living with no yard work and a turfed patio designed for relaxing or entertaining while overlooking the greenbelt. This 3 bedroom, 2.5 bath has an open floor plan, fireplace, island kitchen, quartz countertops and luxury vinyl flooring throughout the home. The garage has epoxy flooring for additional ease. Enjoy the lock-and-leave convenience paired with resort-style amenities, including [Redacted Entity] renowned 5-acre crystal-clear lagoon, miles of trails, and vibrant community events. Ideally located with quick access to shopping, dining, and everyday conveniences! Zoned for Prosper ISD and the newest high school, [Redacted Entity]. Residential lease currently in place through Aug 31 will convey with the property.",470000.0,1813.0,2.0,3.0,3.0,2.0,2.0,2.0,2021.0,259.24
single_family,,"HOME IS PRICED TO SELL QUICKLY!! Experience [Redacted Entity], where beauty, charm, and practicality meets value! Come see this beautiful NORTH FACING, one and a half story home with 4 bedroom, 2.1 bath, & 2 car garage, plus upstairs game room in [Redacted Entity] has to offer! Enter to find alluring LVP throughout all living areas + bedrooms, neutral colored walls to easily make this space your own, and ample natural light, providing the right ambiance to feel inviting and elevated. The living room is open to the kitchen, breakfast nook, and formal dining room. In the kitchen, create the dining experience you envision in this great kitchen, featuring white subway tile with stunning white cabinets + black hardware and contrasting quartz countertops, reverse osmosis drinking faucet, an expansive island, stainless steel appliances including gas range, designer lighting, and a walk in pantry. Walk over to the large primary suite and ensuite bathroom with a dual sink vanity, and a spacious walk-in shower. The secondary bedrooms are in the front of the home. Upstairs offers a large game room, bonus room, and or media room for friends and family to enjoy! Large laundry room offers hanging rod and storage shelf. A great back covered porch and spacious backyard with a garden that provides an ideal space to relax, play, and gather, as well as create the outdoor retreat of your liking. Don't miss this incredible opportunity to be in a like-new home in [Redacted Entity] with accessibility to new schools, [Redacted Entity] and many other great retail shops, as well as convenient access to major transportation hubs, all in a spectacular community with amazing amenities, like pools, parks, and walking trails. Your new home awaits!",440000.0,2368.0,2.0,4.0,3.0,2.0,2.0,2.0,2022.0,185.81
single_family,,"Stunning Colina Homes Plan 3185 - Elevation B, a spacious 2-story home with approx. 3,185 sq. ft., 5 bedrooms, 3 baths, and an open-concept floorplan. Main level features a private primary suite, large kitchen with island, and family/dining areas perfect for entertaining. Upstairs offers a versatile game/bonus room plus additional bedrooms. Enjoy outdoor living with covered patio and front porch. Includes 3-car garage and laundry/utility room. Thoughtfully designed for family living with stylish finishes and quality craftsmanship. Elevation B exterior provides modern curb appeal. Plan, features, and pricing may vary by community.",560290.0,3185.0,2.0,4.0,5.0,3.0,3.0,3.0,2026.0,175.92
single_family,,"[Redacted Entity] by DR Horton. This beautiful 1 story home offers 3 [Redacted Entity], 2 Bathrooms, 2 Car Garage, and Covered Patio. Energy efficient, and smart home features included.",243990.0,1211.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,201.48
single_family,single family detached,"[Redacted Entity]# [Redacted Entity] - Built by [Redacted Entity]! ~ Experience the unparalleled opportunity to own a stunning single-family detached home in the desirable [Redacted Entity] subdivision, set to be completed by December 12, 2025. This brand-new construction boasts 2,644 square feet of thoughtfully designed living space, featuring four spacious bedrooms, all of which serve as primary bedrooms, and three full bathrooms, providing ample comfort. The modern layout is perfect for entertaining and everyday living, highlighted by a covered patio that extends your living space outdoors. The well-designed exterior is complemented by a convenient sprinkler system, ensuring your landscaping remains vibrant with minimal effort. Inside, enjoy the durability and style of vinyl flooring that flows throughout the home. The foundation is laid on a solid slab, providing stability and peace of mind. The roof, constructed with high-quality composition materials, complements the overall aesthetic and functionality of this new build. Climate control is ensured with a heating system featuring one unit and a central cooling system that maintains a comfortable environment year-round. Located within the highly regarded [Redacted Entity], this home is in proximity to top-rated schools, including [Redacted Entity], [Redacted Entity], and [Redacted Entity]. Seize this exceptional opportunity to customize your dream home in a thriving community. The completion timeline allows for an exciting journey to personalize your space before moving in. Don't miss out on the chance to own this remarkable property in a sought-after area.",384990.0,2644.0,2.0,4.0,3.0,3.0,3.0,2.0,2025.0,145.61
single_family,,"Enter through the front porch into a foyer with access to the stairs and a nearby coat closet. The kitchen opens to the dining area and family room, with a fifth bedroom and bath located at the back of the home. The patio is accessible through the main living area, and the two-car garage connects through the kitchen. Upstairs, the primary bedroom sits at the back with the primary bath and walk-in closet. Three additional bedrooms, each containing a walk-in closet, are located nearby and share a full bath. A central loft and laundry room complete the second floor.",289990.0,2609.0,2.0,5.0,3.0,3.0,3.0,2.0,,111.15
single_family,single family detached,"Welcome to 1917 La Grande Jatte, a beautiful residential home located in the heart of [Redacted Entity] built by [Redacted Entity]. This stunning home features 5 beds and 3 baths, offering ample space for comfortable living. The 2,767 sq ft layout includes a spacious living room, a modern kitchen with stainless steel appliances, and a cozy dining area. The primary suite boasts natural light, while the additional bedrooms provide plenty of room for family or guests. Step outside to enjoy the covered patio on the .14 acre lot, perfect for entertaining or relaxing. Additional highlights include a fireplace in the family room and a 2-car Garage. Located in the desirable [Redacted Entity] neighborhood, this home is close to schools and eateries, making it an ideal choice for those seeking convenience and comfort. [Redacted Entity] is proud to be [Redacted Entity]'s #1 Energy-Efficient homebuilder. In 2024, our homes achieved an average net HERS score of 37 (including solar) and a gross HERS score of 42-the lowest publicly reported scores among the top 30 [Redacted Entity] homebuilders identified by [Redacted Entity] Top 100 list (ranked by 2024 closings). Take advantage of our special buyer incentives which may include closing costs, design studio upgrades, FLEX dollars, and more. Reach out to us today to learn more about how you can benefit from these exclusive offers.",474555.0,2767.0,2.0,5.0,3.0,3.0,3.0,2.0,2024.0,171.51
single_family,,"Step inside this charming new residence at [Redacted Entity] in [Redacted Entity], [Redacted Entity]. This single-story home is designed for effortless movement, featuring a bright and open layout where every room is conveniently located on one level. Key Features: - 4 generous bedrooms, including an owner's suite tucked into its own private corner - 2 full bathrooms finished with modern fixtures and quality materials - 2,029 square feet of living space thoughtfully arranged on a single floor - Open-concept main hub that joins the kitchen and family room for a connected feel - Brand-new construction with fresh finishes and high-quality craftsmanship throughout [Redacted Entity] Benefits: - Situated in a welcoming [Redacted Entity] community with a friendly, residential atmosphere - Excellent proximity to local parks and green spaces for outdoor relaxation and fun - A perfect residential setting that balances a peaceful retreat with access to community spots The interior is designed for a natural flow, with a central gathering space that brings the main living areas together for easy daily life. Because the owner's suite is situated in its own private corner of the home, it provides a quiet sanctuary separate from the secondary bedrooms. These additional rooms offer plenty of flexibility, whether you need space for guests, a hobby room, or a dedicated home office, all on one convenient level without the need for stairs. This move-in-ready home of...",338224.0,2029.0,1.0,4.0,2.0,2.0,2.0,2.0,,166.69
single_family,,"[Redacted Entity] in Spring Hill ISD! This beautiful 3-bedroom, 2-bath home offers 1,652 square feet of modern living space with an open-concept layout, perfect for both relaxing and entertaining. The kitchen features quartz countertops, custom cabinetry, and overlooks the spacious living and dining areas, creating a seamless flow throughout the home. The primary suite boasts a huge walk-in closet and a luxurious bathroom with a custom tile shower featuring a soaking tub within the shower area-combining style and function in a truly unique design. Outside, enjoy a large backyard with plenty of room for outdoor activities, pets, or even a future pool. For added peace of mind, the home includes a storm shelter. Additional highlights include a two-car garage, covered entry, and modern finishes throughout. Located in the sought-after Spring Hill area, this home offers comfort, quality craftsmanship, and convenience on a beautiful lot ready for your personal touch. Don't miss this one-it won't last long!",360000.0,1652.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,217.92
